27,6.148148148148148
26,5.1923076923076925
1,9.0
59,7.677966101694915
44,5.863636363636363
3,4.333333333333333
18,5.111111111111111
1,5.0
7,4.428571428571429
7,5.285714285714286
12,4.5
1,5.0
5,4.4
10,4.3
5,5.6
13,4.846153846153846
4,7.25
7,5.0
43,5.116279069767442
26,5.423076923076923
4,5.0
1,11.0
5,5.4
1,6.0
7,4.0
12,5.0
8,4.0
2,5.0
6,3.8333333333333335
3,4.666666666666667
11,5.0
13,4.6923076923076925
7,5.571428571428571
1,10.0
7,4.285714285714286
25,4.8
6,5.0
29,4.9655172413793105
9,4.777777777777778
5,5.4
18,5.388888888888889
17,5.411764705882353
13,4.923076923076923
10,4.7
7,6.428571428571429
10,4.6
4,7.75
12,5.083333333333333
21,5.857142857142857
18,4.555555555555555
4,8.75
5,2.8
43,4.976744186046512
8,4.75
26,4.961538461538462
9,5.222222222222222
28,6.178571428571429
1,6.0
13,4.615384615384615
6,5.0
9,4.666666666666667
5,5.4
9,4.222222222222222
5,4.8
14,5.857142857142857
8,4.625
23,5.173913043478261
17,5.0588235294117645
14,5.571428571428571
1,5.0
29,6.689655172413793
7,5.857142857142857
12,6.666666666666667
8,6.875
17,5.411764705882353
2,9.0
12,4.666666666666667
2,4.0
33,5.363636363636363
8,5.75
16,6.375
6,4.666666666666667
10,4.1
12,6.0
16,6.1875
6,5.166666666666667
5,4.8
7,4.0
7,4.285714285714286
13,5.153846153846154
6,4.666666666666667
16,4.5625
1,6.0
18,5.888888888888889
8,6.375
7,5.428571428571429
6,4.0
13,6.153846153846154
11,5.909090909090909
8,4.625
2,11.5
9,5.111111111111111
25,5.2
13,6.0
4,4.25
2,9.0
16,5.5
4,8.0
7,7.428571428571429
14,4.5
13,5.076923076923077
29,5.310344827586207
6,5.833333333333333
2,2.0
5,7.6
9,6.222222222222222
3,3.3333333333333335
16,5.8125
8,4.75
4,4.75
18,5.111111111111111
10,5.8
13,5.615384615384615
1,8.0
5,3.8
5,5.0
15,4.6
15,5.133333333333334
18,5.388888888888889
13,5.384615384615385
26,5.846153846153846
9,4.111111111111111
2,3.5
9,4.555555555555555
14,5.214285714285714
6,3.8333333333333335
23,4.869565217391305
12,5.083333333333333
16,5.1875
7,6.142857142857143
7,4.857142857142857
20,4.9
28,5.071428571428571
12,5.083333333333333
9,5.0
1,6.0
16,5.4375
14,5.714285714285714
11,6.090909090909091
5,6.4
25,6.44
2,4.0
34,7.176470588235294
6,5.5
7,5.714285714285714
24,5.958333333333333
6,5.5
18,5.222222222222222
5,6.6
14,5.785714285714286
18,5.444444444444445
5,3.8
4,5.0
12,5.5
26,5.269230769230769
27,5.703703703703703
11,7.0
20,5.8
2,1.5
20,6.25
2,2.0
4,7.5
43,5.558139534883721
32,5.0625
14,5.714285714285714
34,5.823529411764706
13,6.615384615384615
13,5.769230769230769
1,4.0
14,7.428571428571429
11,5.454545454545454
4,5.75
9,6.0
36,6.138888888888889
20,5.45
66,6.181818181818182
1,4.0
36,6.194444444444445
7,7.0
9,4.777777777777778
2,1.5
6,5.333333333333333
32,5.8125
4,6.5
20,5.7
8,5.625
19,6.947368421052632
22,5.7727272727272725
16,5.375
16,5.1875
9,5.333333333333333
13,5.153846153846154
5,5.2
4,6.25
14,5.571428571428571
10,5.4
25,5.04
11,4.909090909090909
4,6.0
28,5.25
13,5.461538461538462
7,5.857142857142857
1,5.0
10,4.9
21,5.333333333333333
10,4.2
4,5.25
47,5.723404255319149
19,5.157894736842105
1,5.0
5,5.6
2,1.5
13,6.3076923076923075
22,6.7272727272727275
10,6.6
2,2.0
11,6.7272727272727275
2,1.5
14,5.785714285714286
17,4.882352941176471
4,7.75
41,5.902439024390244
20,6.75
4,3.5
4,4.0
31,5.580645161290323
26,5.423076923076923
1,5.0
4,2.75
17,5.647058823529412
7,3.7142857142857144
9,5.111111111111111
8,5.375
10,6.3
12,5.416666666666667
15,4.666666666666667
8,4.25
11,4.0
27,5.296296296296297
16,4.9375
49,5.755102040816326
9,4.888888888888889
12,4.416666666666667
1,6.0
9,4.333333333333333
5,6.0
7,5.0
12,5.333333333333333
8,3.625
6,8.0
2,1.5
7,7.285714285714286
25,6.4
2,3.0
29,5.655172413793103
11,5.090909090909091
12,5.666666666666667
7,4.857142857142857
16,4.75
6,3.8333333333333335
17,6.235294117647059
13,5.769230769230769
21,5.857142857142857
7,6.714285714285714
17,6.117647058823529
6,5.666666666666667
14,4.928571428571429
7,5.0
3,5.0
5,2.8
8,5.5
10,5.8
10,5.3
19,5.2105263157894735
8,4.5
14,5.071428571428571
7,5.428571428571429
2,7.0
1,6.0
15,4.4
7,4.714285714285714
10,5.0
13,4.461538461538462
16,5.3125
12,4.833333333333333
15,5.733333333333333
10,7.0
27,6.111111111111111
10,4.8
8,4.375
3,9.0
11,5.545454545454546
27,5.148148148148148
50,6.54
30,6.033333333333333
53,6.056603773584905
30,6.3
1,4.0
28,5.714285714285714
2,1.5
57,5.7894736842105265
34,5.647058823529412
23,5.478260869565218
2,1.5
20,6.0
29,6.172413793103448
16,6.3125
32,6.4375
18,6.111111111111111
6,6.833333333333333
10,5.6
17,6.588235294117647
10,5.3
13,7.0
12,7.333333333333333
49,5.918367346938775
35,5.942857142857143
12,5.5
1,5.0
