state,city,lat,lng
GA,Waverly,31.042672,-81.56967
GA,Waynesville,31.244792,-81.803928
GA,West Green,31.592271,-82.756417
GA,White Oak,31.034037,-81.808237
GA,Woodbine,30.943692,-81.678313
GA,Clyattville,30.810578,-83.277166
GA,Bemiss,30.890268,-83.273299
GA,Adel,31.125143,-83.421346
GA,Alapaha,31.394027,-83.21321
GA,Axson,31.303455,-82.731945
GA,Barney,31.007424,-83.521934
GA,Boston,30.785547,-83.797085
GA,Dixie,30.772213,-83.67918
GA,Du Pont,30.999996,-82.855518
GA,Fargo,30.716587,-82.580056
GA,Hahira,30.941593,-83.357366
GA,Cogdell,31.044991,-82.743103
GA,Lakeland,31.038107,-83.088859
GA,Lake Park,30.690615,-83.175293
GA,Lenox,31.266405,-83.448135
GA,Morven,30.893733,-83.449796
GA,Nashville,31.207379,-83.231946
GA,Naylor,30.89846,-83.122368
GA,Pearson,31.310583,-82.859096
GA,Quitman,30.779699,-83.556748
GA,Ray City,31.08247,-83.214283
GA,Saint George,30.559161,-82.083367
GA,Sparks,31.178984,-83.447586
GA,Statenville,30.725503,-82.979863
GA,Stockton,31.022865,-83.013944
GA,Willacoochee,31.345481,-83.044931
GA,Albany,31.567783,-84.161923
GA,Marine Corps Log,31.550099,-84.050812
GA,Bridgeboro,31.550851,-84.090089
GA,Georgia Southwes,32.07077,-84.224729
GA,Andersonville,32.129907,-84.10101
GA,Arabi,31.862923,-83.72856
GA,Arlington,31.445597,-84.72572
GA,Ashburn,31.705877,-83.660775
GA,Attapulgus,30.750639,-84.486008
GA,Baconton,31.387804,-84.11345
GA,Bainbridge,30.897865,-84.573975
GA,Blakely,31.371854,-84.935285
GA,Bluffton,31.556189,-84.877175
GA,Brinson,30.960957,-84.667112
GA,Bronwood,31.821591,-84.359389
GA,Cairo,30.892462,-84.196246
GA,Calvary,30.747036,-84.32267
GA,Camilla,31.219915,-84.229683
GA,Chula,31.543855,-83.550864
GA,Climax,30.85731,-84.443217
GA,Cobb,31.961708,-83.958087
GA,Coleman,31.656831,-84.874471
GA,Colquitt,31.161871,-84.730896
GA,Coolidge,30.985908,-83.875245
GA,Cuthbert,31.769073,-84.788874
GA,Damascus,31.341528,-84.720047
GA,Graves,31.759846,-84.430782
GA,De Soto,31.950186,-84.027101
GA,Doerun,31.313647,-83.925316
GA,Donalsonville,30.981801,-84.887024
GA,Edison,31.564979,-84.745626
GA,Enigma,31.373599,-83.355157
GA,Fitzgerald,31.724769,-83.249534
GA,Fort Gaines,31.646353,-85.039375
GA,Georgetown,31.884763,-85.071137
GA,Hartsfield,31.217316,-83.970364
GA,Iron City,30.994728,-84.796632
GA,Irwinville,31.654238,-83.401708
GA,Jakin,31.175064,-84.994845
GA,Leary,31.505924,-84.509486
GA,Leesburg,31.681161,-84.159263
GA,Leslie,31.953952,-84.07834
GA,Meigs,31.062536,-84.082375
GA,Morgan,31.556557,-84.617798
GA,Springvale,31.823432,-85.057251
GA,Moultrie,31.179244,-83.764089
GA,Newton,31.313426,-84.441107
GA,Norman Park,31.069128,-83.94044
GA,Oakfield,31.779768,-83.97059
GA,Ochlocknee,30.959407,-84.0326
GA,Ocilla,31.592944,-83.256542
GA,Omega,31.360432,-83.593936
GA,Parrott,31.872016,-84.501152
GA,Pavo,30.940142,-83.740856
GA,Pelham,31.127233,-84.156367
GA,Plains,32.033908,-84.358638
GA,Poulan,31.467206,-83.761554
GA,Rebecca,31.797921,-83.523478
GA,Sale City,31.260004,-84.042195
GA,Shellman,31.743407,-84.616616
GA,Smithville,31.884692,-84.227066
GA,Sumner,31.53925,-83.724463
GA,Sycamore,31.655329,-83.606363
GA,Sylvester,31.539268,-83.860731
GA,Thomasville,30.838543,-83.969616
GA,Abac,31.451722,-83.498867
GA,Ty Ty,31.45595,-83.621989
GA,Warwick,31.734495,-83.920092
GA,Whigham,30.90701,-84.315771
GA,Wray,31.595229,-83.107484
GA,Juniper,32.565562,-84.612951
GA,Tazewell,32.354198,-84.527347
GA,Cataula,32.624246,-84.920691
GA,Cusseta,32.299026,-84.764537
GA,Ellaville,32.23901,-84.303868
GA,Ellerslie,32.661718,-84.877197
GA,Fortson,32.628841,-85.001654
GA,Hamilton,32.741795,-84.884753
GA,Junction City,32.608046,-84.45741
GA,Lumpkin,32.043465,-84.802227
GA,Manchester,32.8721,-84.631166
GA,Midland,32.561587,-84.855851
GA,Omaha,32.165234,-84.900792
GA,Pine Mountain,32.873488,-84.895953
GA,Pine Mountain Va,32.791849,-84.823874
GA,Preston,32.074031,-84.548918
GA,Richland,32.084578,-84.666724
GA,Shiloh,32.806678,-84.741171
GA,Talbotton,32.679702,-84.546206
GA,Upatoi,32.560057,-84.744819
GA,Warm Springs,32.895558,-84.821728
GA,Waverly Hall,32.679326,-84.742463
GA,Weston,31.963665,-84.575579
GA,West Point,32.833683,-85.119714
GA,Woodland,32.806066,-84.595187
GA,Columbus,32.473035,-84.979456
GA,Custer Terrace,32.369728,-84.945264
GA,Pinetta,30.634794,-83.310491
HI,Aiea,21.390795,-157.933237
HI,Captain Cook,19.438604,-155.887463
HI,Eleele,21.923017,-159.538115
HI,Ewa Beach,21.327418,-158.010307
HI,Kapolei,21.345284,-158.087007
HI,Haiku,20.907097,-156.299983
HI,Hakalau,19.888217,-155.133335
HI,Haleiwa,21.631151,-158.069315
HI,Hana,20.761635,-156.039659
HI,Hanapepe,21.915644,-159.592022
HI,Hauula,21.61395,-157.915704
HI,Hawaii National,19.431103,-155.284015
HI,Hawi,20.238021,-155.838007
HI,Hilo,19.702522,-155.093921
HI,Princeville,22.215948,-159.462587
HI,Holualoa,19.610316,-155.917639
HI,Honaunau,19.44845,-155.893356
HI,Honokaa,20.08266,-155.488026
HI,Honomu,19.872767,-155.11766
HI,Hoolehua,21.173025,-157.079138
HI,Kaaawa,21.56737,-157.873734
HI,Kahului,20.881388,-156.478327
HI,Kailua,21.406262,-157.744781
HI,Kailua Kona,19.653053,-155.979809
HI,Kalaupapa,21.19289,-156.983453
HI,Kamuela,20.008128,-155.705189
HI,Kaneohe,21.422819,-157.811543
HI,Kapaa,22.086798,-159.344842
HI,Kaumakani,21.921329,-159.62413
HI,Kaunakakai,21.090504,-156.969015
HI,Keaau,19.589277,-154.992644
HI,Kealakekua,19.526149,-155.930025
HI,Kekaha,21.973509,-159.71988
HI,Kihei,20.744124,-156.447543
HI,Kapaau,20.218323,-155.798981
HI,Koloa,21.908293,-159.474927
HI,Kualapuu,21.160097,-157.027669
HI,Kurtistown,19.570637,-155.020659
HI,Lahaina,20.917432,-156.677162
HI,Laie,21.659513,-157.939377
HI,Lanai City,20.829323,-156.921027
HI,Laupahoehoe,19.980194,-155.232263
HI,Lihue,21.981618,-159.368258
HI,Makawao,20.846932,-156.332735
HI,Makaweli,21.927639,-159.790721
HI,Maunaloa,21.142202,-157.219277
HI,Mountain View,19.550587,-155.086436
HI,Naalehu,19.066844,-155.657474
HI,Ninole,19.904436,-155.159923
HI,Ookala,20.011887,-155.274666
HI,Paauhau,20.027748,-155.449088
HI,Paauilo,20.027119,-155.369728
HI,Pahala,19.207898,-155.481506
HI,Pahoa,19.508901,-154.923135
HI,Paia,20.91539,-156.38017
HI,Papaaloa,19.904835,-155.218402
HI,Papaikou,19.791643,-155.098442
HI,Pearl City,21.408393,-157.965164
HI,Pepeekeo,19.835283,-155.112994
HI,Volcano,19.480066,-155.19743
HI,Wahiawa,21.500596,-158.043527
HI,Mililani,21.45311,-158.017379
HI,Kula,20.753353,-156.326026
HI,Waialua,21.576623,-158.126673
HI,Waianae,21.435192,-158.178071
HI,Wailuku,20.896586,-156.503612
HI,Waimanalo,21.341786,-157.713094
HI,Waimea,21.968487,-159.669429
HI,Waipahu,21.398203,-158.012418
HI,Honolulu,21.317905,-157.852072
ID,Pocatello,42.887592,-112.438142
ID,Chubbuck,42.926548,-112.474873
ID,Fort Hall,42.988717,-112.459854
ID,Sterling,42.976717,-112.818124
ID,American Falls,42.789876,-112.870714
ID,Arbon,42.502634,-112.558481
ID,Arco,43.635521,-113.317559
ID,Arimo,42.559953,-112.174649
ID,Bancroft,42.720463,-111.842944
ID,Bern,42.319144,-111.392595
ID,Blackfoot,43.194327,-112.361545
ID,Challis,44.496912,-114.19463
ID,Clayton,44.273289,-114.410189
ID,Clifton,42.215972,-111.995737
ID,Conda,42.717126,-111.54023
ID,Darlington,43.7715,-113.380284
ID,Dayton,42.11836,-111.985836
ID,Downey,42.418127,-112.109019
ID,Ellis,44.878829,-114.001594
ID,Firth,43.302066,-112.158819
ID,Franklin,42.030389,-111.822862
ID,Geneva,42.313585,-111.072185
ID,Grace,42.549978,-111.739981
ID,Holbrook,42.222148,-112.693404
ID,Inkom,42.796379,-112.246474
ID,Lava Hot Springs,42.618474,-112.017644
ID,Mc Cammon,42.63362,-112.175758
ID,Mackay,43.91106,-113.611984
ID,Malad City,42.180783,-112.262045
ID,Patterson,44.701745,-113.916039
ID,Montpelier,42.35199,-111.31946
ID,Moore,43.782094,-113.260349
ID,Ovid,42.311423,-111.451109
ID,Paris,42.207065,-111.402938
ID,Pingree,43.195618,-112.449035
ID,Preston,42.110917,-111.856516
ID,Rockland,42.555582,-112.853982
ID,Saint Charles,42.112812,-111.389744
ID,Shelley,43.376901,-112.107549
ID,Soda Springs,42.671819,-111.569896
ID,Stanley,44.22908,-114.725414
ID,Stone,42.038983,-112.711473
ID,Thatcher,42.331959,-111.78899
ID,Wayan,43.02691,-111.254056
ID,Weston,42.044621,-111.97154
ID,Fish Haven,42.045926,-111.463323
ID,Twin Falls,42.556495,-114.469265
ID,Rogerson,42.219567,-114.603794
ID,Bellevue,43.439694,-114.249804
ID,Bliss,42.944859,-114.910387
ID,Buhl,42.600763,-114.782545
ID,Burley,42.524442,-113.793081
ID,Carey,43.274443,-113.892567
ID,Castleford,42.521015,-114.873433
ID,Corral,43.307127,-115.00871
ID,Declo,42.524005,-113.644794
ID,Dietrich,42.91254,-114.266408
ID,Eden,42.580374,-114.162762
ID,Elba,42.180865,-113.663559
ID,Fairfield,43.367504,-114.790845
ID,Filer,42.565269,-114.614047
ID,Gooding,42.937345,-114.711966
ID,Hagerman,42.814205,-114.88697
ID,Hailey,43.523861,-114.306398
ID,Hansen,42.524895,-114.299364
ID,Hazelton,42.595462,-114.134984
ID,Heyburn,42.559922,-113.770885
ID,Jerome,42.71784,-114.501244
ID,Obsidian,43.675459,-114.373664
ID,Kimberly,42.528656,-114.365725
ID,Naf,42.364652,-113.448656
ID,Minidoka,42.759784,-113.620033
ID,Murtaugh,42.477597,-114.160641
ID,Oakley,42.347561,-113.906945
ID,Paul,42.623999,-113.797125
ID,Picabo,43.310149,-114.086065
ID,Richfield,43.058839,-114.15079
ID,Acequia,42.621467,-113.66699
ID,Shoshone,42.947353,-114.382176
ID,Wendell,42.757868,-114.715391
ID,Ammon,43.517679,-111.990626
ID,Idaho Falls,43.493373,-112.057762
ID,Ashton,43.988078,-111.619526
ID,Driggs,43.726291,-111.119896
ID,Dubois,44.185769,-112.325852
ID,Felt,43.872407,-111.189496
ID,Hamer,43.930751,-112.187189
ID,Iona,43.525946,-111.928356
ID,Island Park,44.446606,-111.367914
ID,Lewisville,43.672476,-112.018884
ID,Menan,43.726576,-111.983702
ID,Monteview,43.986242,-112.578321
ID,Newdale,43.888078,-111.604192
ID,Rexburg,43.809968,-111.789022
ID,Rigby,43.671462,-111.900481
ID,Ririe,43.631961,-111.760692
ID,Roberts,43.7116,-112.119591
ID,Saint Anthony,44.274499,-111.523156
ID,Spencer,44.281444,-112.098821
ID,Sugar City,43.866852,-111.79004
ID,Swan Valley,43.405826,-111.279358
ID,Terreton,43.858635,-112.420041
ID,Teton,43.898751,-111.668145
ID,Tetonia,43.843713,-111.186997
ID,Victor,43.614827,-111.125934
ID,Carmen,45.255016,-113.857267
ID,Gibbonsville,45.484608,-113.956466
ID,Leadore,44.738909,-113.492586
ID,North Fork,45.377605,-113.857287
ID,Salmon,45.157142,-113.878356
ID,Shoup,45.18514,-114.405987
ID,South Gate Plaza,46.389457,-116.987714
ID,Ahsahka,46.510318,-116.371537
ID,Cottonwood,46.044789,-116.373306
ID,Craigmont,46.245292,-116.467655
ID,Culdesac,46.378012,-116.653579
ID,Dixie,45.888897,-115.359158
ID,Ferdinand,46.134877,-116.39817
ID,Grangeville,45.927239,-116.107639
ID,Greencreek,46.115523,-116.27239
ID,Juliaetta,46.575376,-116.718849
ID,Kamiah,46.21856,-116.034742
ID,Kendrick,46.628628,-116.604895
ID,Keuterville,45.929443,-116.535583
ID,Clearwater,46.125859,-115.92396
ID,Lapwai,46.412403,-116.790225
ID,Lenore,46.535408,-116.513015
ID,Lucile,45.556963,-116.266899
ID,Nezperce,46.247533,-116.239281
ID,Orofino,46.495197,-116.240417
ID,Peck,46.480661,-116.411394
ID,Pierce,46.492424,-115.807071
ID,Pollock,45.306754,-116.351742
ID,Reubens,46.336112,-116.533334
ID,Riggins,45.397006,-116.300553
ID,Weippe,46.38069,-115.938593
ID,White Bird,45.752096,-116.2889
ID,Winchester,46.238334,-116.620382
ID,Atlanta,43.567436,-115.357042
ID,Banks,44.149152,-115.983737
ID,Grasmere,42.76006,-115.677259
ID,Caldwell,43.662719,-116.700038
ID,Cambridge,44.59216,-116.675717
ID,West Mountain,44.493273,-116.027676
ID,Council,44.762754,-116.451833
ID,Donnelly,44.74937,-116.08578
ID,Eagle,43.706879,-116.361966
ID,Montour,43.879152,-116.511459
ID,Fruitland,44.002658,-116.914259
ID,Garden Valley,44.090932,-115.824311
ID,Glenns Ferry,42.962202,-115.315973
ID,Grand View,42.810101,-116.08187
ID,Hammett,42.981755,-115.565839
ID,Homedale,43.613844,-116.947228
ID,Horseshoe Bend,43.922882,-116.180898
ID,Idaho City,43.758601,-115.918436
ID,Indian Valley,44.549134,-116.442969
ID,King Hill,42.936104,-115.269098
ID,Kuna,43.487034,-116.381859
ID,Letha,43.840306,-116.585004
ID,Lowman,44.110616,-115.528488
ID,Mc Call,44.891784,-116.078873
ID,Marsing,43.539866,-116.823968
ID,Melba,43.37842,-116.548875
ID,Meridian,43.614963,-116.397538
ID,Mesa,44.657747,-116.42113
ID,Middleton,43.719052,-116.61122
ID,Midvale,44.441979,-116.703838
ID,Mountain Home,43.139223,-115.696334
ID,Mountain Home A,43.049315,-115.873609
ID,Oreana,43.207296,-116.605379
ID,Nampa,43.58342,-116.584818
ID,New Meadows,44.993969,-116.287438
ID,New Plymouth,43.959021,-116.804818
ID,Ola,44.235026,-116.290915
ID,Parma,43.789576,-116.940066
ID,Payette,44.07818,-116.920277
ID,Star,43.701296,-116.496735
ID,Sweet,43.99475,-116.323215
ID,Weiser,44.25222,-116.96507
ID,Wilder,43.657851,-116.912199
ID,Yellow Pine,44.969809,-115.49634
ID,Boise,43.632237,-116.205192
ID,Garden City,43.643036,-116.265751
ID,Athol,47.92674,-116.731821
ID,Avery,47.271431,-115.866012
ID,Bayview,47.96535,-116.568745
ID,Blanchard,48.022344,-116.990865
ID,Bonners Ferry,48.730642,-116.332178
ID,Calder,47.274135,-116.222793
ID,Careywood,48.062494,-116.598761
ID,Cataldo,47.552169,-116.443138
ID,Clark Fork,48.140457,-116.169865
ID,Clarkia,47.044477,-116.277408
ID,Cocolalla,48.124828,-116.657051
ID,Coeur D Alene,47.692841,-116.784976
ID,Coolin,48.522754,-116.840823
ID,Old Town,48.187988,-116.927382
ID,Deary,46.806062,-116.523782
ID,Desmet,47.125954,-116.893746
ID,Elk River,46.782972,-116.179943
ID,Fernwood,47.116027,-116.383126
ID,Genesee,46.571394,-116.928991
ID,Harrison,47.501692,-116.744607
ID,Harvard,46.937647,-116.702524
ID,Hayden Lake,47.773853,-116.776821
ID,Hope,48.244402,-116.279504
ID,Kellogg,47.543069,-116.125281
ID,Kingston,47.550881,-116.288722
ID,Medimont,47.462482,-116.568291
ID,Moscow,46.730921,-116.989683
ID,Moyie Springs,48.746434,-116.179603
ID,Mullan,47.470906,-115.792603
ID,Naples,48.60491,-116.319636
ID,Nordman,48.566944,-116.92126
ID,Pinehurst,47.501823,-116.264679
ID,Plummer,47.327782,-116.866161
ID,Porthill,48.992037,-116.477517
ID,Post Falls,47.720475,-116.935349
ID,Potlatch,46.944833,-116.914101
ID,Priest River,48.16637,-116.906617
ID,Princeton,46.899556,-116.828728
ID,Rathdrum,47.824107,-116.887294
ID,Sagle,48.2035,-116.5455
ID,Saint Maries,47.297727,-116.568107
ID,Sandpoint,48.311989,-116.533249
ID,Smelterville,47.537096,-116.240113
ID,Spirit Lake,47.965652,-116.868046
ID,Tensed,47.170735,-116.902716
ID,Troy,46.742648,-116.768105
ID,Viola,46.858293,-116.97319
ID,Wallace,47.490842,-115.962001
ID,Worley,47.429213,-116.905634
IL,Antioch,42.464811,-88.117802
IL,Arlington Height,42.111619,-87.979099
IL,Elk Grove Villag,42.005613,-88.012775
IL,Rolling Meadows,42.072979,-88.019075
IL,Barrington,42.161387,-88.138345
IL,Crystal Lake,42.266198,-88.321294
IL,Cary,42.219599,-88.242594
IL,Deerfield,42.170494,-87.859033
IL,Des Plaines,42.046734,-87.885899
IL,Rosemont,42.015116,-87.897882
IL,Fox Lake,42.393701,-88.164752
IL,Fox River Grove,42.193594,-88.220483
IL,Glencoe,42.133339,-87.761486
IL,Glenview,42.075785,-87.822299
IL,Glenview Nas,42.09134,-87.824782
IL,Gages Lake,42.34848,-88.037789
IL,Gurnee,42.366906,-87.945232
IL,Harvard,42.422727,-88.604812
IL,Hebron,42.464173,-88.417583
IL,Highland Park,42.179446,-87.805894
IL,Fort Sheridan,42.209683,-87.805572
IL,Highwood,42.203549,-87.814068
IL,Ingleside,42.363093,-88.158749
IL,Island Lake,42.274186,-88.19263
IL,Kenilworth,42.088444,-87.716463
IL,Lake Bluff,42.28196,-87.85595
IL,Lake Forest,42.237398,-87.848154
IL,Lindenhurst,42.414796,-88.063318
IL,Long Grove,42.196721,-88.070299
IL,Libertyville,42.281001,-87.949955
IL,Mc Henry,42.345527,-88.254429
IL,Morton Grove,42.043133,-87.789879
IL,Mount Prospect,42.062392,-87.937667
IL,Mundelein,42.263616,-88.004762
IL,Vernon Hills,42.228753,-87.971852
IL,Northbrook,42.125443,-87.846535
IL,Abbott Park,42.318901,-87.847819
IL,Palatine,42.113888,-88.042937
IL,Park Ridge,42.012171,-87.841675
IL,Prairie View,42.192872,-87.904823
IL,Prospect Heights,42.103324,-87.914934
IL,Richmond,42.466863,-88.290024
IL,Ringwood,42.380427,-88.297073
IL,Round Lake,42.366809,-88.088819
IL,Skokie,42.036168,-87.732828
IL,Spring Grove,42.441267,-88.223734
IL,Techny,42.121425,-87.804882
IL,Wadsworth,42.446032,-87.904048
IL,Wauconda,42.263553,-88.133284
IL,Mc Gaw Park,42.361882,-87.852585
IL,Waukegan,42.398906,-87.855387
IL,Great Lakes,42.303173,-87.864192
IL,Buffalo Grove,42.159843,-87.964364
IL,Wheeling,42.13404,-87.934097
IL,Wilmette,42.076462,-87.724572
IL,Northfield,42.103605,-87.752256
IL,Winthrop Harbor,42.479269,-87.831788
IL,Wonder Lake,42.384908,-88.353364
IL,Woodstock,42.319775,-88.447671
IL,Zion,42.444249,-87.838925
IL,Addison,41.933509,-88.0054
IL,Lake In The Hill,42.170923,-88.301429
IL,Hanover Park,41.983559,-88.160356
IL,Bellwood,41.882484,-87.878557
IL,Bensenville,41.950145,-87.944973
IL,Streamwood,42.022539,-88.168965
IL,Bloomingdale,41.94827,-88.07824
IL,Carpentersville,42.123004,-88.2606
IL,Clare,42.027045,-88.837832
IL,De Kalb,41.934245,-88.760673
IL,Dundee,42.096197,-88.290202
IL,Elburn,41.882405,-88.461106
IL,Elgin,42.038356,-88.260631
IL,Elmhurst,41.892661,-87.941025
IL,Esmond,42.022458,-88.94386
IL,Forest Park,41.874373,-87.810624
IL,Franklin Park,41.933878,-87.873423
IL,Geneva,41.886013,-88.310954
IL,Genoa,42.09811,-88.690803
IL,Gilberts,42.098377,-88.369089
IL,Glen Ellyn,41.866112,-88.064774
IL,Glendale Heights,41.920523,-88.079282
IL,Hampshire,42.080748,-88.517033
IL,Hines,41.862262,-87.835542
IL,Huntley,42.175555,-88.426848
IL,Itasca,41.971967,-88.020247
IL,Kingston,42.105654,-88.769496
IL,Kirkland,42.101406,-88.868522
IL,Lombard,41.872139,-88.015988
IL,Malta,41.918332,-88.868818
IL,Maple Park,41.923217,-88.59985
IL,Marengo,42.244189,-88.607369
IL,Broadview,41.874857,-87.847675
IL,Westchester,41.852368,-87.884488
IL,Medinah,41.970545,-88.057507
IL,Melrose Park,41.900347,-87.858066
IL,Hillside,41.872452,-87.901591
IL,Northlake,41.917961,-87.89592
IL,Stone Park,41.903005,-87.881053
IL,River Grove,41.927886,-87.838707
IL,Roselle,41.979834,-88.085699
IL,Schaumburg,42.05807,-88.048189
IL,Saint Charles,41.919417,-88.307022
IL,Schiller Park,41.956304,-87.869179
IL,South Elgin,41.996868,-88.298558
IL,Sycamore,41.991117,-88.692809
IL,Union,42.210274,-88.528295
IL,Villa Park,41.879899,-87.978246
IL,West Chicago,41.888558,-88.202168
IL,Wheaton,41.856592,-88.107633
IL,Carol Stream,41.91784,-88.136962
IL,Winfield,41.874358,-88.151621
IL,Wood Dale,41.960171,-87.980971
IL,Hoffman Estates,42.039025,-88.109442
IL,Evanston,42.054551,-87.694331
IL,Oak Park,41.888601,-87.798598
IL,River Forest,41.895064,-87.8159
IL,Beecher,41.34437,-87.611538
IL,Stickney,41.841819,-87.79075
IL,Blue Island,41.658187,-87.679465
IL,Braceville,41.228788,-88.269042
IL,Braidwood,41.26574,-88.223124
IL,Calumet City,41.615257,-87.548328
IL,Channahon,41.434664,-88.213786
IL,Sauk Village,41.506202,-87.613209
IL,Chicago Ridge,41.70171,-87.777381
IL,Coal City,41.290769,-88.282346
IL,Crete,41.438952,-87.602738
IL,Dolton,41.625723,-87.597952
IL,Dwight,41.088701,-88.415884
IL,Elwood,41.426018,-88.08642
IL,Flossmoor,41.540574,-87.683737
IL,Frankfort,41.509361,-87.824774
IL,Gardner,41.179321,-88.296543
IL,Glenwood,41.546718,-87.612584
IL,Markham,41.608536,-87.661115
IL,Hazel Crest,41.573803,-87.684885
IL,Homewood,41.555579,-87.661578
IL,Joliet,41.527154,-88.08241
IL,Shorewood,41.541468,-88.128107
IL,Rockdale,41.508818,-88.135779
IL,Kinsman,41.161825,-88.480477
IL,Lansing,41.566045,-87.544634
IL,Argonne,41.695076,-88.023558
IL,Bolingbrook,41.697605,-88.087315
IL,Romeoville,41.613481,-88.025581
IL,Manhattan,41.428883,-87.977133
IL,Matteson,41.510183,-87.740648
IL,Mazon,41.297189,-88.409561
IL,Crestwood,41.634106,-87.732418
IL,Minooka,41.461516,-88.278596
IL,Mokena,41.53421,-87.891121
IL,Monee,41.419133,-87.77484
IL,Morris,41.367233,-88.417769
IL,New Lenox,41.506701,-87.963083
IL,Oak Forest,41.607684,-87.754219
IL,Oak Lawn,41.714305,-87.751564
IL,Bridgeview,41.743128,-87.806572
IL,Hometown,41.73113,-87.731536
IL,Hickory Hills,41.726228,-87.828893
IL,Justice,41.744709,-87.834587
IL,Burbank,41.744704,-87.769907
IL,Odell,41.023773,-88.515641
IL,Olympia Fields,41.51564,-87.689952
IL,Orland Park,41.619378,-87.84225
IL,Palos Heights,41.662146,-87.792697
IL,Palos Park,41.662352,-87.852146
IL,Palos Hills,41.700389,-87.826276
IL,University Park,41.474064,-87.682867
IL,Peotone,41.33609,-87.78968
IL,Posen,41.62766,-87.687213
IL,Ransom,41.153048,-88.650214
IL,Richton Park,41.481854,-87.723834
IL,Robbins,41.642289,-87.708909
IL,South Holland,41.597916,-87.593814
IL,Steger,41.468608,-87.638585
IL,Thornton,41.572726,-87.607823
IL,Tinley Park,41.582535,-87.804963
IL,Country Club Hil,41.559773,-87.718452
IL,Verona,41.250094,-88.51701
IL,Willow Springs,41.736416,-87.878588
IL,Custer Park,41.298063,-88.130083
IL,Worth,41.689498,-87.786272
IL,Argo,41.784245,-87.807468
IL,Aurora,41.752269,-88.245281
IL,Batavia,41.848165,-88.309756
IL,Big Rock,41.759308,-88.537617
IL,Bristol,41.707446,-88.401354
IL,Brookfield,41.82167,-87.849246
IL,Clarendon Hills,41.779729,-87.955322
IL,Downers Grove,41.803428,-88.013753
IL,Woodridge,41.751755,-88.04885
IL,Earlville,41.585901,-88.910346
IL,Hinckley,41.769108,-88.644831
IL,Oak Brook,41.7891,-87.940089
IL,Hodgkins,41.801345,-87.875252
IL,Lee,41.786418,-88.971386
IL,Leland,41.606591,-88.771574
IL,Lisle,41.786174,-88.0879
IL,Lyons,41.813016,-87.823559
IL,Montgomery,41.717742,-88.331965
IL,Mooseheart,41.824148,-88.331532
IL,Naperville,41.766198,-88.141038
IL,Newark,41.526679,-88.527006
IL,North Aurora,41.808932,-88.327424
IL,Oswego,41.684893,-88.345305
IL,Plainfield,41.600884,-88.199391
IL,Plano,41.666987,-88.53838
IL,North Riverside,41.837367,-87.821356
IL,Sandwich,41.635286,-88.639303
IL,Serena,41.499481,-88.75089
IL,Shabbona,41.763846,-88.875249
IL,Sheridan,41.516428,-88.670634
IL,Somonauk,41.638289,-88.681645
IL,Steward,41.847545,-89.015086
IL,Sugar Grove,41.774113,-88.439721
IL,Warrenville,41.828046,-88.19213
IL,Waterman,41.750365,-88.775381
IL,Western Springs,41.804864,-87.899485
IL,Westmont,41.772848,-87.975736
IL,Yorkville,41.638725,-88.443794
IL,Chicago,41.885847,-87.618123
IL,Riverdale,41.645918,-87.618213
IL,Burnham,41.649791,-87.549489
IL,Norridge,41.945213,-87.796054
IL,Elmwood Park,41.922907,-87.808593
IL,Bedford Park,41.789703,-87.771927
IL,Evergreen Park,41.718765,-87.701721
IL,Calumet Park,41.693243,-87.659445
IL,Lincolnwood,42.007718,-87.6962
IL,Cicero,41.84776,-87.76008
IL,Merrionette Park,41.693033,-87.702188
IL,Harwood Heights,41.971844,-87.819981
IL,Alsip,41.671505,-87.729967
IL,Amf Ohare,41.9821,-87.906803
IL,Kankakee,41.116582,-87.869607
IL,Aroma Park,41.094653,-87.771887
IL,Ashkum,40.884431,-87.941148
IL,Beaverville,40.967164,-87.621715
IL,Bonfield,41.15731,-88.061854
IL,Bourbonnais,41.166119,-87.879023
IL,Bradley,41.145376,-87.860115
IL,Buckingham,41.043316,-88.177156
IL,Buckley,40.601827,-88.036092
IL,Cabery,40.981895,-88.192085
IL,Chatsworth,40.748441,-88.293662
IL,Chebanse,41.02541,-87.895917
IL,Cissna Park,40.585814,-87.87588
IL,Clifton,40.939444,-87.920237
IL,Crescent City,40.7682,-87.83703
IL,Cullom,40.878066,-88.276476
IL,Danforth,40.82443,-87.986824
IL,Donovan,40.889074,-87.604635
IL,Emington,40.978317,-88.321135
IL,Essex,41.167644,-88.184528
IL,Gibson City,40.465932,-88.360873
IL,Gilman,40.767987,-87.993336
IL,Grant Park,41.247677,-87.647992
IL,Herscher,41.046441,-88.085801
IL,Hoopeston,40.463873,-87.666229
IL,Kempton,40.912604,-88.209013
IL,Loda,40.524097,-88.092675
IL,Ludlow,40.374736,-88.137965
IL,Manteno,41.251439,-87.846761
IL,Martinton,40.905233,-87.744257
IL,Melvin,40.571379,-88.255078
IL,Milford,40.629253,-87.685332
IL,Momence,41.159308,-87.657515
IL,Onarga,40.712005,-87.995841
IL,Paxton,40.456546,-88.098989
IL,Piper City,40.755615,-88.187347
IL,Rankin,40.455911,-87.888355
IL,Reddick,41.10053,-88.208928
IL,Roberts,40.619333,-88.180414
IL,Rossville,40.362548,-87.669181
IL,Saint Anne,41.048725,-87.656363
IL,Sheldon,40.780288,-87.57364
IL,Thawville,40.684011,-88.09993
